CTUID,City,Population,Land Area (km),Tree Count,Basal Area Sum,DED Sus Tree Count,DED Sus Basal Area,DED Tree Count,DED Basal Area,EAB Tree Count,EAB Basal Area,Tree Count Per Capita,Basal Area Sum Per Capita,DED Sus Tree Count Per Capita,DED Sus Basal Area Per Capita,DED Tree Count Per Capita,DED Basal Area Per Capita,EAB Tree Count Per Capita,EAB Basal Area Per Capita,Tree Count Proportion,Basal Area Sum Proportion,DED Sus Tree Count Proportion,DED Sus Basal Area Proportion,DED Tree Count Proportion,DED Basal Area Proportion,EAB Tree Count Proportion,EAB Basal Area Proportion
8250038.18,Calgary,6127,1.23,529,22.68203784,475,20.33824716,475,20.33824716,246,12.34161852,0.086339155,0.003701981,0.077525706,0.003319446,0.077525706,0.003319446,0.040150155,0.0020143,2.29E-07,1.47E-07,2.97E-07,2.01E-07,2.99E-07,2.04E-07,1.27E-07,9.17E-08
8250038.2,Calgary,6835,1.58,505,17.01152838,323,13.10840454,323,13.10840454,423,13.54712898,0.073884418,0.002488885,0.047256767,0.001917835,0.047256767,0.001917835,0.061887345,0.001982023,1.96E-07,9.91E-08,1.81E-07,1.16E-07,1.82E-07,1.18E-07,1.95E-07,9.02E-08
8250038.21,Calgary,5272,1.4,371,14.52707256,237,10.92978348,237,10.92978348,268,11.8501152,0.070371775,0.002755515,0.044954476,0.002073176,0.044954476,0.002073176,0.050834598,0.002247746,1.87E-07,1.10E-07,1.72E-07,1.26E-07,1.73E-07,1.28E-07,1.60E-07,1.02E-07
8250038.22,Calgary,4557,2.58,259,10.67570658,241,10.12749738,241,10.12749738,207,9.21250638,0.056835637,0.002342705,0.05288567,0.002222405,0.05288567,0.002222405,0.045424621,0.002021616,1.51E-07,9.33E-08,2.03E-07,1.35E-07,2.04E-07,1.37E-07,1.43E-07,9.20E-08
8250038.23,Calgary,5004,1.28,733,49.10579982,583,36.59312118,569,34.32252978,635,45.12130854,0.146482814,0.009813309,0.116506795,0.007312774,0.113709033,0.006859019,0.126898481,0.009017048,3.89E-07,3.91E-07,4.47E-07,4.44E-07,4.38E-07,4.22E-07,4.00E-07,4.10E-07
8250038.24,Calgary,5806,2.57,266,10.7682267,248,9.4754583,248,9.4754583,196,8.38202442,0.045814674,0.001854672,0.042714433,0.001632011,0.042714433,0.001632011,0.033758181,0.001443683,1.22E-07,7.39E-08,1.64E-07,9.90E-08,1.65E-07,1.01E-07,1.07E-07,6.57E-08
8250038.25,Calgary,4910,1.32,760,31.10411766,590,23.20911978,590,23.20911978,546,25.85387574,0.154786151,0.006334851,0.120162933,0.004726908,0.120162933,0.004726908,0.111201629,0.005265555,4.11E-07,2.52E-07,4.61E-07,2.87E-07,4.63E-07,2.91E-07,3.51E-07,2.40E-07
8250038.27,Calgary,5718,1.62,1003,29.33414022,617,16.34990742,617,16.34990742,900,26.77789884,0.175410983,0.00513014,0.107904862,0.002859375,0.107904862,0.002859375,0.157397692,0.004683088,4.65E-07,2.04E-07,4.14E-07,1.73E-07,4.16E-07,1.76E-07,4.97E-07,2.13E-07
8250038.28,Calgary,4179,0.71,393,21.5623716,247,11.42034432,247,11.42034432,251,16.95906366,0.094041637,0.005159696,0.059105049,0.002732794,0.059105049,0.002732794,0.060062216,0.004058163,2.50E-07,2.06E-07,2.27E-07,1.66E-07,2.28E-07,1.68E-07,1.90E-07,1.85E-07
8250038.3,Calgary,5413,0.96,677,29.15695398,263,9.7888329,259,9.35089386,641,28.11032994,0.125069278,0.005386468,0.048586736,0.001808393,0.047847774,0.001727488,0.118418622,0.005193115,3.32E-07,2.15E-07,1.86E-07,1.10E-07,1.84E-07,1.06E-07,3.74E-07,2.36E-07
8250038.35,Calgary,10067,32.24,2972,24.041094,2044,19.75296708,2044,19.75296708,2416,21.25441626,0.295222013,0.002388109,0.203039634,0.00196215,0.203039634,0.00196215,0.239992053,0.002111296,7.83E-07,9.51E-08,7.78E-07,1.19E-07,7.82E-07,1.21E-07,7.57E-07,9.61E-08
8250038.36,Calgary,13230,10.6,5360,24.43669998,3004,10.19142894,3004,10.19142894,4188,20.38969086,0.405139834,0.001847067,0.227059713,0.000770327,0.227059713,0.000770327,0.316553288,0.001541171,1.07E-06,7.36E-08,8.70E-07,4.67E-08,8.75E-07,4.74E-08,9.99E-07,7.02E-08
8250038.37,Calgary,6647,0.78,810,3.72797964,378,1.083852,378,1.083852,641,3.2613735,0.121859485,0.000560851,0.05686776,0.000163059,0.05686776,0.000163059,0.096434482,0.000490653,3.23E-07,2.23E-08,2.18E-07,9.89E-09,2.19E-07,1.00E-08,3.04E-07,2.23E-08
8250038.38,Calgary,7414,0.84,738,3.24362346,502,1.81969326,502,1.81969326,534,2.73774732,0.099541408,0.0004375,0.067709738,0.00024544,0.067709738,0.00024544,0.072025897,0.000369267,2.64E-07,1.74E-08,2.60E-07,1.49E-08,2.61E-07,1.51E-08,2.27E-07,1.68E-08
8250038.39,Calgary,3651,0.51,114,0.97805862,104,0.95292582,104,0.95292582,22,0.0702933,0.031224322,0.000267888,0.028485346,0.000261004,0.028485346,0.000261004,0.006025746,1.93E-05,8.28E-08,1.07E-08,1.09E-07,1.58E-08,1.10E-07,1.61E-08,1.90E-08,8.76E-10
8250038.4,Calgary,4671,0.44,263,2.12458554,187,0.98277102,187,0.98277102,162,1.68287658,0.05630486,0.000454846,0.040034254,0.000210398,0.040034254,0.000210398,0.034682081,0.000360282,1.49E-07,1.81E-08,1.53E-07,1.28E-08,1.54E-07,1.30E-08,1.09E-07,1.64E-08
8250038.41,Calgary,3859,0.89,302,1.69002372,226,0.7751898,226,0.7751898,207,1.34271984,0.078258616,0.000437943,0.058564395,0.000200878,0.058564395,0.000200878,0.05364084,0.000347945,2.08E-07,1.74E-08,2.24E-07,1.22E-08,2.26E-07,1.24E-08,1.69E-07,1.58E-08
8250038.42,Calgary,3674,0.52,284,3.03494268,166,0.87320772,166,0.87320772,211,2.77073412,0.077299946,0.00082606,0.045182363,0.000237672,0.045182363,0.000237672,0.057430593,0.000754146,2.05E-07,3.29E-08,1.73E-07,1.44E-08,1.74E-07,1.46E-08,1.81E-07,3.43E-08
8250038.43,Calgary,4968,0.7,409,3.67614324,281,2.52239064,281,2.52239064,281,2.24875728,0.082326892,0.000739964,0.056561997,0.000507728,0.056561997,0.000507728,0.056561997,0.000452648,2.18E-07,2.95E-08,2.17E-07,3.08E-08,2.18E-07,3.13E-08,1.78E-07,2.06E-08
8250038.44,Calgary,4273,0.51,257,1.3442121,255,1.33651518,255,1.33651518,143,0.83142444,0.060145097,0.000314583,0.059677042,0.000312781,0.059677042,0.000312781,0.033465949,0.000194576,1.60E-07,1.25E-08,2.29E-07,1.90E-08,2.30E-07,1.93E-08,1.06E-07,8.86E-09
8250038.45,Calgary,4272,0.68,448,16.03841778,274,5.7259587,274,5.7259587,362,13.40347932,0.104868914,0.003754311,0.064138577,0.001340346,0.064138577,0.001340346,0.084737828,0.003137519,2.78E-07,1.50E-07,2.46E-07,8.13E-08,2.47E-07,8.26E-08,2.67E-07,1.43E-07
8250038.46,Calgary,4210,0.55,230,2.84715354,162,2.20092642,162,2.20092642,201,2.5494084,0.054631829,0.000676284,0.03847981,0.000522785,0.03847981,0.000522785,0.047743468,0.00060556,1.45E-07,2.69E-08,1.47E-07,3.17E-08,1.48E-07,3.22E-08,1.51E-07,2.76E-08
8250038.47,Calgary,4980,2.69,824,14.17560606,526,3.6312969,526,3.6312969,735,13.4857107,0.165461847,0.002846507,0.10562249,0.000729176,0.10562249,0.000729176,0.147590361,0.002707974,4.39E-07,1.13E-07,4.05E-07,4.42E-08,4.07E-07,4.49E-08,4.66E-07,1.23E-07
8250038.48,Calgary,4533,0.7,447,18.41158242,161,2.63823714,161,2.63823714,438,18.36705024,0.098610192,0.004061677,0.035517317,0.000582007,0.035517317,0.000582007,0.096624752,0.004051853,2.62E-07,1.62E-07,1.36E-07,3.53E-08,1.37E-07,3.58E-08,3.05E-07,1.84E-07
8250038.49,Calgary,4521,0.97,617,11.2453572,517,9.381603,517,9.381603,503,10.62229938,0.136474231,0.002487361,0.114355231,0.002075117,0.114355231,0.002075117,0.111258571,0.002349546,3.62E-07,9.91E-08,4.38E-07,1.26E-07,4.40E-07,1.28E-07,3.51E-07,1.07E-07
8250039,Calgary,6753,4.7,1338,76.64475126,1174,67.98053262,1152,63.56878374,964,64.7558373,0.198134163,0.011349734,0.17384866,0.010066716,0.170590849,0.009413414,0.14275137,0.009589196,5.26E-07,4.52E-07,6.66E-07,6.11E-07,6.57E-07,5.80E-07,4.50E-07,4.37E-07
8250040,Calgary,5937,3.93,1791,196.5739961,1481,110.4336803,1479,109.9052632,1251,142.0312648,0.301667509,0.033109988,0.249452585,0.018600923,0.249115715,0.018511919,0.210712481,0.02392307,8.00E-07,1.32E-06,9.56E-07,1.13E-06,9.60E-07,1.14E-06,6.65E-07,1.09E-06
8250041,Calgary,6860,2.12,2777,270.7612307,1631,117.455549,1629,116.9087535,2189,236.1390709,0.404810496,0.039469567,0.237755102,0.0171218,0.237463557,0.017042092,0.31909621,0.034422605,1.07E-06,1.57E-06,9.11E-07,1.04E-06,9.15E-07,1.05E-06,1.01E-06,1.57E-06
8250042.01,Calgary,5345,0.87,1898,77.18023698,722,29.8393095,722,29.8393095,1577,65.71198326,0.355098223,0.014439708,0.135079514,0.005582658,0.135079514,0.005582658,0.295042095,0.012294104,9.42E-07,5.75E-07,5.18E-07,3.39E-07,5.20E-07,3.44E-07,9.31E-07,5.60E-07
8250042.02,Calgary,980,0.55,196,4.0192845,110,2.5254537,110,2.5254537,178,3.8123316,0.2,0.004101311,0.112244898,0.002576994,0.112244898,0.002576994,0.181632653,0.003890134,5.31E-07,1.63E-07,4.30E-07,1.56E-07,4.32E-07,1.59E-07,5.73E-07,1.77E-07
8250043,Calgary,7563,1.63,3831,249.2964844,2383,201.1604179,2381,201.153742,3022,229.8978112,0.506545022,0.032962645,0.315086606,0.026597966,0.314822161,0.026597083,0.399576887,0.030397701,1.34E-06,1.31E-06,1.21E-06,1.61E-06,1.21E-06,1.64E-06,1.26E-06,1.38E-06
8250044,Calgary,9322,0.8,1272,67.45070178,670,36.66097974,670,36.66097974,1056,59.68317432,0.136451405,0.007235647,0.071872989,0.003932738,0.071872989,0.003932738,0.113280412,0.0064024,3.62E-07,2.88E-07,2.75E-07,2.39E-07,2.77E-07,2.42E-07,3.57E-07,2.91E-07
8250045.01,Calgary,3471,0.19,462,30.5630556,224,7.26824868,220,6.26529288,371,26.19615306,0.133102852,0.008805259,0.064534716,0.002093993,0.063382311,0.00180504,0.106885624,0.007547149,3.53E-07,3.51E-07,2.47E-07,1.27E-07,2.44E-07,1.11E-07,3.37E-07,3.44E-07
8250045.02,Calgary,6252,0.39,759,38.3663973,421,18.23078334,421,18.23078334,521,27.40551198,0.121401152,0.00613666,0.067338452,0.002915992,0.067338452,0.002915992,0.083333333,0.004383479,3.22E-07,2.44E-07,2.58E-07,1.77E-07,2.59E-07,1.80E-07,2.63E-07,2.00E-07
8250046.01,Calgary,7333,0.57,714,21.5478417,310,7.73846766,310,7.73846766,591,18.23628114,0.097368062,0.002938476,0.042274649,0.001055294,0.042274649,0.001055294,0.080594572,0.002486879,2.58E-07,1.17E-07,1.62E-07,6.40E-08,1.63E-07,6.50E-08,2.54E-07,1.13E-07
8250046.02,Calgary,4579,1.74,2913,232.9795637,2031,125.1959801,2021,122.6776736,2579,212.2932273,0.636165102,0.05088001,0.443546626,0.027341337,0.441362743,0.026791368,0.563223411,0.046362356,1.69E-06,2.03E-06,1.70E-06,1.66E-06,1.70E-06,1.65E-06,1.78E-06,2.11E-06
8250047,Calgary,5298,1.59,1413,117.1385615,1179,85.9239381,1161,81.6482205,1257,108.4291039,0.266704417,0.022109959,0.222536806,0.016218184,0.219139298,0.01541114,0.237259343,0.020466045,7.08E-07,8.81E-07,8.53E-07,9.84E-07,8.44E-07,9.49E-07,7.49E-07,9.32E-07
8250048,Calgary,6323,2.98,4432,489.3456691,3804,382.2120826,3780,377.1173498,3987,446.6327111,0.700933101,0.077391376,0.601613158,0.060447902,0.597817492,0.059642156,0.630555116,0.070636203,1.86E-06,3.08E-06,2.31E-06,3.67E-06,2.30E-06,3.67E-06,1.99E-06,3.22E-06
8250049.01,Calgary,4195,3.31,3165,400.9873052,2287,200.2621559,2281,198.7494755,2748,357.584766,0.754469607,0.095586962,0.545172825,0.047738297,0.543742551,0.047377706,0.655065554,0.085240707,2.00E-06,3.81E-06,2.09E-06,2.90E-06,2.09E-06,2.92E-06,2.07E-06,3.88E-06
8250049.04,Calgary,3383,1.23,1225,75.1977303,1063,69.15941802,1053,67.21916586,1145,73.03850862,0.362104641,0.02222812,0.31421815,0.020443221,0.311262193,0.019869691,0.338456991,0.021589864,9.61E-07,8.85E-07,1.20E-06,1.24E-06,1.20E-06,1.22E-06,1.07E-06,9.83E-07
8250049.05,Calgary,4169,2.08,828,38.63437578,554,18.91235346,554,18.91235346,668,34.12594416,0.198608779,0.009267061,0.132885584,0.004536424,0.132885584,0.004536424,0.160230271,0.008185643,5.27E-07,3.69E-07,5.09E-07,2.75E-07,5.12E-07,2.79E-07,5.06E-07,3.73E-07
8250049.06,Calgary,4262,1.68,1240,70.3341408,1010,51.32541876,998,49.92222312,929,61.05848826,0.290943219,0.016502614,0.236977945,0.012042567,0.234162365,0.011713333,0.217972783,0.014326253,7.72E-07,6.57E-07,9.08E-07,7.30E-07,9.02E-07,7.21E-07,6.88E-07,6.52E-07
8250049.07,Calgary,2084,0.8,768,17.8984806,532,11.28431304,532,11.28431304,738,16.92136446,0.368522073,0.008588522,0.255278311,0.005414738,0.255278311,0.005414738,0.354126679,0.008119657,9.78E-07,3.42E-07,9.78E-07,3.28E-07,9.83E-07,3.34E-07,1.12E-06,3.70E-07
8250050.01,Calgary,3998,1.72,1058,77.1368829,912,68.91892854,904,66.95385774,906,66.45316524,0.264632316,0.019293868,0.228114057,0.017238351,0.226113057,0.016746838,0.226613307,0.016621602,7.02E-07,7.68E-07,8.74E-07,1.05E-06,8.71E-07,1.03E-06,7.15E-07,7.57E-07
8250050.07,Calgary,3105,2.7,3412,398.6703752,3000,383.9588907,2988,379.6214407,3234,393.8975779,1.098872786,0.128396256,0.966183575,0.123658258,0.962318841,0.122261334,1.041545894,0.126859123,2.92E-06,5.11E-06,3.70E-06,7.50E-06,3.71E-06,7.53E-06,3.29E-06,5.78E-06
8250050.1,Calgary,8059,2.44,1343,25.62375354,945,16.51939674,945,16.51939674,976,20.68005324,0.166645986,0.00317952,0.117260206,0.002049807,0.117260206,0.002049807,0.121106837,0.002566082,4.42E-07,1.27E-07,4.49E-07,1.24E-07,4.52E-07,1.26E-07,3.82E-07,1.17E-07
8250050.12,Calgary,6602,3.8,1540,31.27117224,1014,15.70831416,1014,15.70831416,1310,29.22363444,0.233262648,0.004736621,0.153589821,0.002379327,0.153589821,0.002379327,0.19842472,0.004426482,6.19E-07,1.89E-07,5.89E-07,1.44E-07,5.92E-07,1.47E-07,6.26E-07,2.02E-07
8250050.13,Calgary,3311,2.97,261,3.30951852,161,1.74295968,161,1.74295968,215,2.95019802,0.078828149,0.000999553,0.048625793,0.000526415,0.048625793,0.000526415,0.064935065,0.000891029,2.09E-07,3.98E-08,1.86E-07,3.19E-08,1.87E-07,3.24E-08,2.05E-07,4.06E-08
8250050.14,Calgary,4256,3.48,1202,35.04792522,590,11.92417842,590,11.92417842,1118,33.28069668,0.282424812,0.008234945,0.13862782,0.002801734,0.13862782,0.002801734,0.26268797,0.007819713,7.49E-07,3.28E-07,5.31E-07,1.70E-07,5.34E-07,1.73E-07,8.29E-07,3.56E-07
8250050.15,Calgary,3573,2.62,828,18.39493194,274,3.33378738,274,3.33378738,617,16.371663,0.231738035,0.005148316,0.076686258,0.00093305,0.076686258,0.00093305,0.172684019,0.00458205,6.15E-07,2.05E-07,2.94E-07,5.66E-08,2.95E-07,5.75E-08,5.45E-07,2.09E-07
8250050.16,Calgary,5568,2.67,705,6.81876426,499,4.42172346,499,4.42172346,583,6.00226242,0.126616379,0.001224634,0.089619253,0.000794131,0.089619253,0.000794131,0.10470546,0.001077993,3.36E-07,4.88E-08,3.43E-07,4.82E-08,3.45E-07,4.89E-08,3.30E-07,4.91E-08
8250050.17,Calgary,5431,5.1,1715,63.51427698,909,27.82978506,909,27.82978506,1664,63.39466056,0.315779783,0.011694767,0.167372491,0.005124247,0.167372491,0.005124247,0.306389247,0.011672742,8.38E-07,4.66E-07,6.41E-07,3.11E-07,6.45E-07,3.16E-07,9.67E-07,5.31E-07
8250050.18,Calgary,2351,3.46,489,6.4724814,293,3.85662816,293,3.85662816,433,6.22374522,0.207996597,0.002753076,0.124627818,0.00164042,0.124627818,0.00164042,0.184176946,0.002647276,5.52E-07,1.10E-07,4.78E-07,9.95E-08,4.80E-07,1.01E-07,5.81E-07,1.21E-07
8250050.19,Calgary,7038,4.77,1348,24.42413358,676,9.16820982,672,8.56250934,1169,23.10890274,0.191531685,0.003470323,0.096050014,0.001302673,0.095481671,0.001216611,0.166098323,0.003283447,5.08E-07,1.38E-07,3.68E-07,7.90E-08,3.68E-07,7.49E-08,5.24E-07,1.49E-07
8250050.2,Calgary,63,1.3,165,0.41524098,97,0.20051262,97,0.20051262,148,0.37746324,2.619047619,0.006591127,1.53968254,0.00318274,1.53968254,0.00318274,2.349206349,0.00599148,6.95E-06,2.63E-07,5.90E-06,1.93E-07,5.93E-06,1.96E-07,7.41E-06,2.73E-07
8250050.21,Calgary,2334,0.89,684,7.2449223,600,4.8934347,600,4.8934347,454,6.68037678,0.293059126,0.00310408,0.257069409,0.002096587,0.257069409,0.002096587,0.194515853,0.002862201,7.78E-07,1.24E-07,9.85E-07,1.27E-07,9.90E-07,1.29E-07,6.14E-07,1.30E-07
8250050.22,Calgary,4038,1.92,1087,20.24101464,387,7.25034156,387,7.25034156,1070,20.03783166,0.26919267,0.005012634,0.095839525,0.001795528,0.095839525,0.001795528,0.264982665,0.004962316,7.14E-07,2.00E-07,3.67E-07,1.09E-07,3.69E-07,1.11E-07,8.36E-07,2.26E-07
8250051,Calgary,5022,2.24,1058,85.44617928,944,77.13444816,944,77.13444816,975,81.4200618,0.210673039,0.017014373,0.187972919,0.015359309,0.187972919,0.015359309,0.194145759,0.016212677,5.59E-07,6.78E-07,7.20E-07,9.32E-07,7.24E-07,9.46E-07,6.13E-07,7.38E-07
8250052.01,Calgary,3867,2.12,814,58.98071256,646,54.47911392,644,53.93231844,737,57.0699129,0.210499095,0.015252318,0.167054564,0.014088212,0.166537367,0.013946811,0.190587018,0.014758188,5.58E-07,6.08E-07,6.40E-07,8.54E-07,6.41E-07,8.59E-07,6.01E-07,6.72E-07
8250052.02,Calgary,3542,1.64,895,76.99739586,859,75.77861214,857,75.55178862,774,71.75775684,0.252682101,0.021738395,0.242518351,0.0213943,0.241953698,0.021330262,0.21852061,0.020259107,6.70E-07,8.66E-07,9.29E-07,1.30E-06,9.32E-07,1.31E-06,6.90E-07,9.22E-07
8250052.03,Calgary,3626,3.43,1171,101.825225,1083,95.66501868,1077,94.56153168,1111,99.22562958,0.322945394,0.028081971,0.298676227,0.026383072,0.297021511,0.026078746,0.306398235,0.027365038,8.57E-07,1.12E-06,1.14E-06,1.60E-06,1.14E-06,1.61E-06,9.67E-07,1.25E-06
8250052.04,Calgary,4613,1.96,1478,129.222883,1248,93.46362102,1242,92.83137402,1326,123.3796641,0.320398873,0.028012765,0.270539779,0.020260919,0.269239107,0.020123862,0.287448515,0.026746079,8.50E-07,1.12E-06,1.04E-06,1.23E-06,1.04E-06,1.24E-06,9.07E-07,1.22E-06
8250052.06,Calgary,3938,2.58,1764,93.65117454,1434,79.66445718,1434,79.66445718,1496,85.08088974,0.447943118,0.023781405,0.364144236,0.020229674,0.364144236,0.020229674,0.379888268,0.021605102,1.19E-06,9.47E-07,1.40E-06,1.23E-06,1.40E-06,1.25E-06,1.20E-06,9.84E-07
8250052.07,Calgary,4088,1.97,1034,36.52801152,882,30.807315,882,30.807315,790,30.54247812,0.252935421,0.008935424,0.215753425,0.007536036,0.215753425,0.007536036,0.193248532,0.007471252,6.71E-07,3.56E-07,8.27E-07,4.57E-07,8.31E-07,4.64E-07,6.10E-07,3.40E-07
8250052.09,Calgary,6045,1.41,1473,33.09416418,773,13.21270566,773,13.21270566,1370,32.23367994,0.243672457,0.005474634,0.127874276,0.002185725,0.127874276,0.002185725,0.226633581,0.005332288,6.47E-07,2.18E-07,4.90E-07,1.33E-07,4.93E-07,1.35E-07,7.15E-07,2.43E-07
8250052.1,Calgary,4806,1.37,719,15.13371552,601,10.2832422,601,10.2832422,588,13.62975306,0.149604661,0.003148921,0.125052018,0.002139668,0.125052018,0.002139668,0.122347066,0.002835987,3.97E-07,1.25E-07,4.79E-07,1.30E-07,4.82E-07,1.32E-07,3.86E-07,1.29E-07
8250052.11,Calgary,5087,2.43,1226,22.39929384,624,11.34887292,624,11.34887292,1028,18.81048708,0.241006487,0.004403242,0.122665618,0.002230956,0.122665618,0.002230956,0.202083743,0.003697756,6.39E-07,1.75E-07,4.70E-07,1.35E-07,4.72E-07,1.37E-07,6.38E-07,1.68E-07
8250052.12,Calgary,4048,9.44,963,21.21239736,365,4.03648476,365,4.03648476,866,19.78909548,0.237895257,0.005240217,0.090167984,0.000997155,0.090167984,0.000997155,0.213932806,0.004888611,6.31E-07,2.09E-07,3.46E-07,6.05E-08,3.47E-07,6.14E-08,6.75E-07,2.23E-07
8250053,Calgary,6081,3.14,3266,202.6162354,2826,177.7778033,2796,168.5601918,2830,189.016406,0.537082717,0.033319559,0.464726196,0.029234962,0.459792797,0.027719157,0.465383983,0.031083112,1.42E-06,1.33E-06,1.78E-06,1.77E-06,1.77E-06,1.71E-06,1.47E-06,1.42E-06
8250054,Calgary,3868,1.26,2540,369.7272856,1726,134.2230536,1700,124.8873179,2110,323.3621391,0.656670114,0.095586165,0.44622544,0.034700893,0.439503619,0.032287311,0.545501551,0.083599312,1.74E-06,3.81E-06,1.71E-06,2.10E-06,1.69E-06,1.99E-06,1.72E-06,3.81E-06
8250055,Calgary,3130,1.88,2312,250.0941366,1730,138.2040106,1722,136.6421641,1988,216.0699017,0.738658147,0.07990228,0.552715655,0.044154636,0.550159744,0.043655643,0.63514377,0.069031917,1.96E-06,3.18E-06,2.12E-06,2.68E-06,2.12E-06,2.69E-06,2.00E-06,3.14E-06
8250056,Calgary,5738,1.59,3246,217.4751394,2434,172.6738814,2432,172.5130315,2683,171.333989,0.565702335,0.037900861,0.424189613,0.030093043,0.42384106,0.030065011,0.467584524,0.029859531,1.50E-06,1.51E-06,1.63E-06,1.83E-06,1.63E-06,1.85E-06,1.48E-06,1.36E-06
8250057,Calgary,6018,2.31,3242,329.8534701,2394,252.457955,2377,250.1821014,2828,297.6866277,0.538717182,0.054811145,0.39780658,0.041950474,0.394981722,0.0415723,0.469923563,0.04946604,1.43E-06,2.18E-06,1.52E-06,2.54E-06,1.52E-06,2.56E-06,1.48E-06,2.25E-06
8250058,Calgary,6615,1.96,4692,439.6841203,2752,209.2187005,2729,206.8437294,3981,356.3314247,0.709297052,0.066467743,0.416024187,0.031627921,0.412547241,0.031268893,0.601814059,0.053867184,1.88E-06,2.65E-06,1.59E-06,1.92E-06,1.59E-06,1.93E-06,1.90E-06,2.45E-06
8250059,Calgary,6876,1.54,3322,423.6490012,2224,222.768971,2220,221.4210676,2296,293.5357102,0.483129727,0.061612711,0.323443863,0.032398047,0.322862129,0.032202017,0.333915067,0.042689894,1.28E-06,2.45E-06,1.24E-06,1.96E-06,1.24E-06,1.98E-06,1.05E-06,1.94E-06
8250060,Calgary,5088,2.03,1912,231.4832197,1298,110.9899791,1294,104.0470431,1570,184.8586555,0.375786164,0.045495916,0.255110063,0.021814068,0.254323899,0.020449497,0.308569182,0.036332283,9.97E-07,1.81E-06,9.78E-07,1.32E-06,9.80E-07,1.26E-06,9.74E-07,1.65E-06
8250061,Calgary,3267,38.13,4552,337.7733652,3810,262.8110192,3802,261.4752109,3977,307.7272598,1.393327212,0.10338946,1.16620753,0.080444144,1.1637588,0.080035265,1.217324763,0.094192611,3.70E-06,4.12E-06,4.47E-06,4.88E-06,4.48E-06,4.93E-06,3.84E-06,4.29E-06
8250062,Calgary,5452,1.48,1601,149.3164781,1021,102.5900476,1013,100.2077723,1264,104.8433602,0.293653705,0.027387468,0.187270726,0.018816957,0.185803375,0.018380002,0.231841526,0.019230257,7.79E-07,1.09E-06,7.18E-07,1.14E-06,7.16E-07,1.13E-06,7.32E-07,8.75E-07
8250063,Calgary,4799,1.34,2040,318.2014328,1110,119.2461039,1098,116.3731107,1611,262.2796176,0.42508856,0.066305779,0.231298187,0.024848115,0.228797666,0.02424945,0.335694936,0.054652973,1.13E-06,2.64E-06,8.86E-07,1.51E-06,8.81E-07,1.49E-06,1.06E-06,2.49E-06
8250064,Calgary,6135,1.97,2092,282.6213205,1416,151.0784444,1396,145.9577935,1746,244.5113563,0.340994295,0.046067045,0.230806846,0.024625663,0.227546862,0.023791001,0.284596577,0.039855152,9.05E-07,1.83E-06,8.85E-07,1.49E-06,8.76E-07,1.47E-06,8.98E-07,1.81E-06
8250065,Calgary,3832,1.43,2157,212.3619498,1665,116.6578182,1653,114.4026206,1833,183.0655873,0.562891441,0.055418045,0.434498956,0.030443063,0.431367432,0.029854546,0.478340292,0.047772857,1.49E-06,2.21E-06,1.67E-06,1.85E-06,1.66E-06,1.84E-06,1.51E-06,2.17E-06
8250066.02,Calgary,5422,2.17,2072,170.9330423,1742,107.275744,1668,105.8880992,1663,155.1955898,0.382146809,0.031525829,0.321283659,0.019785272,0.307635559,0.019529343,0.30671339,0.028623311,1.01E-06,1.26E-06,1.23E-06,1.20E-06,1.18E-06,1.20E-06,9.68E-07,1.30E-06
8250066.03,Calgary,4031,2,985,88.95880224,903,70.91345184,901,69.46580256,815,86.5648245,0.244356239,0.022068668,0.224013892,0.017592025,0.223517738,0.017232896,0.202183081,0.021474777,6.48E-07,8.79E-07,8.59E-07,1.07E-06,8.61E-07,1.06E-06,6.38E-07,9.78E-07
8250066.04,Calgary,343,1.48,627,70.67429754,495,59.12499054,495,59.12499054,495,65.70837042,1.827988338,0.206047515,1.443148688,0.172376066,1.443148688,0.172376066,1.443148688,0.191569593,4.85E-06,8.21E-06,5.53E-06,1.05E-05,5.56E-06,1.06E-05,4.55E-06,8.72E-06
8250067,Calgary,3292,0.89,1171,205.6497643,745,82.79168436,743,82.10744388,777,152.9242915,0.355710814,0.062469552,0.226306197,0.025149357,0.225698663,0.024941508,0.236026731,0.046453308,9.44E-07,2.49E-06,8.67E-07,1.53E-06,8.69E-07,1.54E-06,7.45E-07,2.11E-06
8250068,Calgary,2746,1.07,1530,200.6376557,1352,156.9471103,1328,152.8850215,1079,151.3082525,0.557174071,0.073065425,0.492352513,0.057154811,0.483612527,0.055675536,0.392935178,0.05510133,1.48E-06,2.91E-06,1.89E-06,3.47E-06,1.86E-06,3.43E-06,1.24E-06,2.51E-06
8250069,Calgary,2210,1.09,1968,179.9249298,1442,126.7368564,1410,121.4347781,1640,160.5612855,0.890497738,0.081413995,0.652488688,0.057346994,0.63800905,0.054947863,0.742081448,0.072652165,2.36E-06,3.24E-06,2.50E-06,3.48E-06,2.46E-06,3.38E-06,2.34E-06,3.31E-06
8250070,Calgary,2335,1.64,1191,188.8993814,837,104.6005145,829,102.4678393,862,146.7113848,0.51006424,0.080899093,0.358458244,0.044796794,0.35503212,0.043883443,0.369164882,0.062831428,1.35E-06,3.22E-06,1.37E-06,2.72E-06,1.37E-06,2.70E-06,1.16E-06,2.86E-06
